DIRECTORIO;ZONA_TERRITORIAL;FACTOR_EXPANSION;DPTO;SEXO;EDAD;PARENTESCO_JEFE_DE_HOGAR;MADRE_RESIDE_HOGAR;PADRE_RESIDE_HOGAR;SE_CONSIDERA_CAMPESINO;COMUNIDAD_ES_CAMPESINA;ETNIA;ESTADO_CIVIL;AFILIADO_SALUD;LEER_ESCRIBIR;ACTUALMENTE_ESTUDIA;MAYOR_NIVEL_EDUCATIVO;ORIENTACION_SEXUAL;GENERO;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA;TIPO_VIVIENDA;SERVICIOS_ENERGIA_ELECTRICA;ESTRATO_ENERGIA_ELECTRICA;SERVICIOS_GAS_NATURAL;SERVICIOS_ALCANTARILLADO;SERVICIOS_RECOLECCION_BASURAS;SERVICIOS_ACUEDUCTO;NUMERO_HOGARES_VIVIENDA;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;TIPO_SANITARIO;COMO_ELIMINA_BASURA;DONDE_OBTIENE_AGUA;DONDE_PREPARA_ALIMENTOS;TIPO_OCUPACION_VIVIENDA;HOGAR_TIENE_CUENTA_CORRIENTE;HOGAR_TIENE_CUENTA_AHORROS;HOGAR_TIENE_CDT;HOGAR_TIENE_PRESTAMO_COMPRA_VIVIENDA;HOGAR_TIENE_PRESTAMO_COMPRA_VEHICULO;HOGAR_TIENE_PRESTAMO_LIBRE_INVERSION;HOGAR_TIENE_TARJETA_CREDITO;NUMERO_PERSONAS_HOGAR;DISCAPACIDAD
7327146;Cabecera;129.91213833;SUCRE;Masculino;25;Otro pariente;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;5;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;Si;Si;No;No;No;No;No;4;Sin discapacidad
7327147;Cabecera;127.36084813;SUCRE;Masculino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;0.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;6;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;Si;Si;3;Sin discapacidad
7327149;Cabecera;151.8693516;SUCRE;Masculino;26;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;7;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;Si;2;Sin discapacidad
7327154;Cabecera;82.660590611;SUCRE;Femenino;23;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Hombres;Mujer;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;5;Sin discapacidad
7327160;Cabecera;108.12669096;SUCRE;Masculino;28;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;No;No;No;No;No;No;3;Sin discapacidad
7327166;Cabecera;85.289948085;SUCRE;Masculino;22;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;3;Sin discapacidad
7327172;Cabecera;100.60299994;SUCRE;Masculino;26;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;Si;No;6;Sin discapacidad
7327178;Cabecera;89.066510696;SUCRE;Masculino;26;Otro pariente;Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;9;Sin discapacidad
7327183;Cabecera;104.70998113;SUCRE;Masculino;21;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327192;Cabecera;74.28867317;SUCRE;Femenino;28;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Postgrado;Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;5;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;Si;Si;No;No;No;No;No;4;Sin discapacidad
7327197;Cabecera;99.970878335;SUCRE;Femenino;25;Jefe (a) del hogar;Fallecida;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7327206;Cabecera;114.29579665;SUCRE;Masculino;19;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327210;Cabecera;112.55132472;SUCRE;Masculino;23;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Tecnica profesional;Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;3;Sin discapacidad
7327215;Cabecera;92.266910594;SUCRE;Masculino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;Si;Si;3;Sin discapacidad
7327216;Cabecera;115.41767279;SUCRE;Masculino;27;Jefe (a) del hogar;Fallecida;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;5;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;1;Sin discapacidad
7327219;Cabecera;214.71212931;TOLIMA;Femenino;20;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7327223;Cabecera;234.63955408;TOLIMA;Masculino;27;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;6;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;5;Discapacidad leve
7327225;Cabecera;426.74384048;TOLIMA;Masculino;27;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;2;Sin discapacidad
7327228;Cabecera;371.85528101;TOLIMA;Masculino;26;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);No;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Casa;Si;Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;6;Sin discapacidad
7327228;Cabecera;371.85528101;TOLIMA;Masculino;23;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnologica ;Mujeres;Hombre;0.0;Casa;Si;Bajo;Si;Si;Si;Si;1;5;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;6;Sin discapacidad
7327231;Cabecera;363.10803461;TOLIMA;Femenino;20;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnologica ;Hombres;Mujer;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;5;Sin discapacidad
7327237;Cabecera;254.83558131;TOLIMA;Masculino;26;Hijo(a), hijastro(a);Si;No;Si;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327248;Cabecera;288.80689519;TOLIMA;Masculino;27;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7327249;Cabecera;295.88334641;TOLIMA;Femenino;28;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;No;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7327262;Cabecera;573.23268224;TOLIMA;Masculino;25;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);No;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327262;Cabecera;573.23268224;TOLIMA;Masculino;23;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327263;Cabecera;553.68501518;TOLIMA;Femenino;24;Hijo(a), hijastro(a);No;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propiedad colectiva;No;Si;No;No;No;No;No;5;Sin discapacidad
7327264;Cabecera;462.34534447;TOLIMA;Masculino;27;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Basica primaria (1o - 5o);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;7;Sin discapacidad
7327265;Cabecera;548.77609002;TOLIMA;Masculino;28;Pareja, esposo(a), conyuge, companero(a);No;No;No;No;Ninguno de los anteriores;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327271;Cabecera;497.72959875;TOLIMA;Femenino;24;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;2;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7327272;Cabecera;347.38296131;TOLIMA;Femenino;28;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Tecnica profesional;Hombres;Mujer;1.0;Casa;Si;Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;4;Sin discapacidad
7327275;Cabecera;391.42256281;TOLIMA;Masculino;24;Otro pariente;No;No;No;No;Ninguno de los anteriores;No esta casado(a) y vive en pareja  hace  menos de dos anos;Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327277;Cabecera;490.15398147;TOLIMA;Masculino;23;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;8;4;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propiedad colectiva;No;Si;No;No;No;No;No;8;Discapacidad leve
7327293;Cabecera;207.91505386;TOLIMA;Femenino;28;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;Si;4;Sin discapacidad
7327302;Cabecera;339.69344133;TOLIMA;Masculino;21;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;6;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327305;Cabecera;313.67818202;TOLIMA;Masculino;20;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;Si;No;2;Sin discapacidad
7327306;Cabecera;313.67818202;TOLIMA;Masculino;19;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7327307;Cabecera;340.24808171;TOLIMA;Masculino;27;Otro pariente;No;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);No;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327311;Cabecera;457.66185175;TOLIMA;Masculino;27;Jefe (a) del hogar;No;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;Si;No;1;Sin discapacidad
7327316;Cabecera;271.62069085;TOLIMA;Masculino;21;Otro pariente;No;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Sin discapacidad
7327320;Cabecera;352.88795477;TOLIMA;Masculino;23;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;2;Sin discapacidad
7327322;Cabecera;358.7100169;TOLIMA;Masculino;25;Hijo(a), hijastro(a);No;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;Si;Universitaria;Mujeres;Hombre;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;Si;2;Discapacidad leve
7327325;Cabecera;239.06101129;TOLIMA;Femenino;20;Hijo(a), hijastro(a);Si;No;Si;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;0.0;Casa;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;4;Sin discapacidad
7327336;Cabecera;276.48599388;TOLIMA;Femenino;23;Hijo(a), hijastro(a);Si;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);No;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Medio;Si;Si;Si;Si;1;4;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;5;Sin discapacidad
7327340;Cabecera;337.70777068;TOLIMA;Masculino;25;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta casado (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;No;No;No;No;No;No;6;Sin discapacidad
7327342;Cabecera;431.13082452;TOLIMA;Masculino;27;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;6;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;5;Sin discapacidad
7327342;Cabecera;431.13082452;TOLIMA;Masculino;25;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;6;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;5;Discapacidad leve
7327342;Cabecera;431.13082452;TOLIMA;Masculino;21;Hijo(a), hijastro(a);Si;Si;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Mujeres;Hombre;0.0;Casa;Si;Bajo - Bajo;Si;Si;Si;Si;1;6;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;5;Sin discapacidad
7327346;Cabecera;706.9758674;VALLE;Masculino;25;Hijo(a), hijastro(a);Si;Fallecido;No;No;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Basica primaria (1o - 5o);Mujeres;Hombre;1.0;Casa;Si;Bajo - Bajo;No;No;Si;Si;1;4;3;Bajamar;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;No;No;No;No;No;No;5;Sin discapacidad
7327354;Cabecera;399.98011584;VALLE;Masculino;22;Jefe (a) del hogar;No;No;No;No;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Basica secundaria (6o - 9o);Mujeres;Hombre;1.0;Apartamento;Si;Bajo - Bajo;No;Si;Si;Si;1;3;1;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En ninguna parte, no preparan alimentos?;En usufructo;No;No;No;No;No;No;No;1;Sin discapacidad
7327376;Cabecera;508.04282965;VALLE;Masculino;25;Otro pariente;No;Fallecido;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Universitaria;Mujeres;Hombre;1.0;Casa;Si;Medio - Bajo;Si;Si;Si;Si;1;6;3;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;Propia, totalmente pagada;No;Si;No;No;No;No;No;4;Sin discapacidad
7327380;Cabecera;755.35917774;VALLE;Femenino;26;Jefe (a) del hogar;No;No;No;No;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Basica secundaria (6o - 9o);Hombres;Mujer;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7327380;Cabecera;755.35917774;VALLE;Femenino;24;Hermano(a) o hermanastro(a);No;No;No;No;Ninguno de los anteriores;Esta separado (a) o divorciado (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En arriendo o subarriendo;No;Si;No;No;No;No;No;3;Sin discapacidad
7327386;Cabecera;852.24064066;VALLE;Femenino;26;Hijo(a), hijastro(a);Si;No;No;No;Ninguno de los anteriores;Esta soltero (a);Si;Si;No;Media tecnica (Bachillerato tecnico);Hombres;Mujer;1.0;Apartamento;Si;Medio - Bajo;Si;Si;Si;Si;1;4;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En un cuarto usado solo para cocinar?;En usufructo;No;Si;No;No;No;No;No;2;Sin discapacidad
7327388;Cabecera;538.15061151;VALLE;Femenino;26;No pariente;Fallecida;No;Si;No;Negro, mulato (afrodescendiente);Esta soltero (a);Si;Si;No;Media academica (Bachillerato clasico);Hombres;Mujer;1.0;Apartamento;Si;Bajo;Si;Si;Si;Si;1;3;2;Inodoro conectado a alcantarillado;Por recoleccion publica o privada;De acueducto por tuberia;En una sala comedor con lavaplatos?;En arriendo o subarriendo;No;No;No;No;No;No;No;3;Discapacidad leve
