"EDAD","ZONA_TERRITORIAL","DPTO","PARENTESCO_JEFE_DE_HOGAR","MADRE_RESIDE_HOGAR","PADRE_RESIDE_HOGAR","SE_CONSIDERA_CAMPESINO","COMUNIDAD_ES_CAMPESINA","ETNIA","ESTADO_CIVIL","AFILIADO_SALUD","LEER_ESCRIBIR","ACTUALMENTE_ESTUDIA","MAYOR_NIVEL_EDUCATIVO","TIPO_VIVIENDA","ESTRATO_ENERGIA_ELECTRICA","SERVICIOS_GAS_NATURAL","SERVICIOS_ALCANTARILLADO","SERVICIOS_RECOLECCION_BASURAS","SERVICIOS_ACUEDUCTO","TIPO_SANITARIO","COMO_ELIMINA_BASURA","DONDE_OBTIENE_AGUA","DONDE_PREPARA_ALIMENTOS","TIPO_OCUPACION_VIVIENDA","HOGAR_TIENE_TARJETA_CREDITO","DISCAPACIDAD","ACTIVIDAD_OCUPADA_ULTIMA_SEMANA","FACTOR_EXPANSION"
27,"Cabecera","GUAVIARE","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Tecnologica ","Casa","No sabe o cuenta con Planta Electrica","No","No","Si","No","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De pozo con bomba","En una sala comedor con lavaplatos?","Posesion sin titulo","No","Sin discapacidad","1",70.209933822
19,"Cabecera","GUAVIARE","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Cuarto (s) en inquilinato","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En ninguna parte, no preparan alimentos?","En arriendo o subarriendo","No","Sin discapacidad","1",73.518268059
23,"Cabecera","GUAVIARE","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Cuarto (s) en inquilinato","Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En ninguna parte, no preparan alimentos?","En arriendo o subarriendo","No","Sin discapacidad","1",73.518268059
20,"Cabecera","VICHADA","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Basica secundaria (6o - 9o)","Casa","Conexion Pirata","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","0",48.348861308
18,"Cabecera","VICHADA","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","No","Si","No","Basica secundaria (6o - 9o)","Casa","Conexion Pirata","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","0",48.348861308
26,"Cabecera","VICHADA","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","No","Si","No","Basica secundaria (6o - 9o)","Casa","Conexion Pirata","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De otra fuente por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Discapacidad leve","1",48.348861308
24,"Cabecera","VICHADA","Jefe (a) del hogar","No","No","No","No","Negro, mulato (afrodescendiente)","Esta separado (a) o divorciado (a)","No","Si","No","Universitaria","Casa","Conexion Pirata","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",48.348861308
20,"Cabecera","VICHADA","Jefe (a) del hogar","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Tecnologica ","Cuarto (s) en inquilinato","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De otra fuente por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","0",117.40635924
18,"Cabecera","VICHADA","Hermano(a) o hermanastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Cuarto (s) en inquilinato","Bajo - Bajo","No","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De otra fuente por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",117.40635924
23,"Cabecera","VICHADA","Hijo(a), hijastro(a)","Si","Fallecido","Si","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",15.688896283
21,"Cabecera","VICHADA","Hijo(a), hijastro(a)","Si","Fallecido","No","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Universitaria","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",15.688896283
27,"Cabecera","VICHADA","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","Si","Tecnica profesional","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",15.688896283
26,"Cabecera","VICHADA","No pariente","No","No","Si","Si","Ninguno de los anteriores","Esta casado (a)","No","Si","No","Universitaria","Apartamento","Bajo","No","Si","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","Agua embotellada o en bolsa","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",55.907790116
23,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1619.7094769
23,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","No","Si","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Tecnica profesional","Apartamento","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",1169.5957482
28,"Cabecera","ATLANTICO","Otro pariente","Si","Si","No","Si","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",975.07205918
25,"Cabecera","ATLANTICO","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","0",1227.3270625
24,"Cabecera","ATLANTICO","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1227.3270625
24,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","Si","No","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1045.5079039
19,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",1132.4232036
23,"Cabecera","ATLANTICO","Otro pariente","Si","No","No","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",413.98988702
28,"Cabecera","ATLANTICO","Otro pariente","Fallecida","No","No","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Normalista","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","0",413.98988702
28,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","Fallecido","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Universitaria","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",589.55347578
24,"Resto","ATLANTICO","Otro pariente","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",257.43330824
20,"Resto","ATLANTICO","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",379.58442664
22,"Resto","ATLANTICO","Pareja, esposo(a), conyuge, companero(a)","No","No","No","No","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",572.51441579
22,"Resto","ATLANTICO","Otro pariente","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","0",349.04148133
21,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","Si","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",1112.7097196
21,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica primaria (1o - 5o)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un patio, corredor, enramada, al aire libre?","Posesion sin titulo","No","Sin discapacidad","1",1188.3165707
19,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica primaria (1o - 5o)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un patio, corredor, enramada, al aire libre?","Posesion sin titulo","No","Sin discapacidad","1",1188.3165707
25,"Cabecera","ATLANTICO","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",1050.1045928
26,"Cabecera","ATLANTICO","Pareja, esposo(a), conyuge, companero(a)","Fallecida","Fallecido","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica primaria (1o - 5o)","Apartamento","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",1050.1045928
20,"Cabecera","ATLANTICO","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Basica primaria (1o - 5o)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un patio, corredor, enramada, al aire libre?","Posesion sin titulo","No","Sin discapacidad","1",600.29796727
23,"Cabecera","ATLANTICO","Pareja, esposo(a), conyuge, companero(a)","No","No","No","Si","Negro, mulato (afrodescendiente)","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor sin lavaplatos?","En usufructo","No","Sin discapacidad","1",1061.8911123
24,"Cabecera","ATLANTICO","Jefe (a) del hogar","No","No","No","No","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",1288.0446814
22,"Cabecera","ATLANTICO","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Negro, mulato (afrodescendiente)","No esta casado(a) y vive en pareja  hace  menos de dos anos","Si","Si","No","Basica primaria (1o - 5o)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un patio, corredor, enramada, al aire libre?","En usufructo","No","Sin discapacidad","1",1302.0254045
21,"Resto","ATLANTICO","Hijo(a), hijastro(a)","Fallecida","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","0",628.32141372
23,"Resto","ATLANTICO","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","0",622.15667909
27,"Cabecera","LA GUAJIRA","Hijo(a), hijastro(a)","Si","No","No","No","Indigena","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","0",610.50797589
23,"Cabecera","LA GUAJIRA","Hijo(a), hijastro(a)","No","Si","No","No","Indigena","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",780.75729993
23,"Cabecera","LA GUAJIRA","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",632.11351498
28,"Cabecera","LA GUAJIRA","Jefe (a) del hogar","No","No","Si","No","Indigena","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnica profesional","Apartamento","Bajo - Bajo","Si","Si","No","Si","Inodoro conectado a alcantarillado","La eliminan de otra forma","De acueducto por tuberia","En una sala comedor con lavaplatos?","En arriendo o subarriendo","No","Sin discapacidad","1",722.66732501
27,"Cabecera","LA GUAJIRA","Hijo(a), hijastro(a)","Si","Fallecido","Si","Si","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Universitaria","Casa","Bajo - Bajo","Si","Si","No","Si","Inodoro conectado a alcantarillado","La eliminan de otra forma","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",1147.9918318
23,"Cabecera","LA GUAJIRA","Hijo(a), hijastro(a)","Si","No","No","No","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media tecnica (Bachillerato tecnico)","Casa","Bajo - Bajo","No","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor sin lavaplatos?","En arriendo o subarriendo","No","Discapacidad leve","1",445.07796573
24,"Cabecera","LA GUAJIRA","Otro pariente","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En una sala comedor sin lavaplatos?","Propiedad colectiva","No","Sin discapacidad","1",581.32690939
24,"Resto","MAGDALENA","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","Si","Tecnica profesional","Casa","Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",475.38599705
27,"Resto","MAGDALENA","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Apartamento","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",847.75729573
21,"Resto","MAGDALENA","Jefe (a) del hogar","No","No","Si","Si","Negro, mulato (afrodescendiente)","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",837.19018147
27,"Resto","MAGDALENA","Otro pariente","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","No","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",837.19018147
26,"Resto","MAGDALENA","No pariente","No","No","No","No","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","No","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",837.19018147
20,"Resto","MAGDALENA","Pareja, esposo(a), conyuge, companero(a)","Fallecida","No","Si","Si","Ninguno de los anteriores","No esta casado(a) y vive en pareja  hace  menos de dos anos","No","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",1003.2187416
25,"Resto","MAGDALENA","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Tecnica profesional","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",1009.509647
19,"Resto","MAGDALENA","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",874.57640389
26,"Resto","MAGDALENA","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","Esta casado (a)","Si","Si","No","Universitaria","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",936.08606118
28,"Resto","MAGDALENA","Jefe (a) del hogar","No","No","No","No","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",862.66247536
28,"Resto","MAGDALENA","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",839.19612751
27,"Resto","MAGDALENA","Hijo(a), hijastro(a)","Si","Si","Si","Si","Negro, mulato (afrodescendiente)","Esta soltero (a)","Si","Si","No","Tecnica profesional","Casa","Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",349.56146004
18,"Cabecera","MAGDALENA","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Apartamento","Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1190.3103317
23,"Cabecera","MAGDALENA","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnica profesional","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","0",1769.9430926
21,"Cabecera","MAGDALENA","Pareja, esposo(a), conyuge, companero(a)","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Tecnica profesional","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En arriendo o subarriendo","No","Sin discapacidad","1",1769.9430926
26,"Cabecera","MAGDALENA","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1542.8821146
27,"Cabecera","MAGDALENA","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1569.1563328
24,"Cabecera","MAGDALENA","Otro pariente","No","No","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Basica secundaria (6o - 9o)","Casa","Bajo - Bajo","Si","Si","Si","Si","Inodoro conectado a alcantarillado","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, totalmente pagada","No","Sin discapacidad","1",1569.1563328
19,"Cabecera","MAGDALENA","Hijo(a), hijastro(a)","Si","Si","Si","Si","Ninguno de los anteriores","Esta soltero (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","En usufructo","No","Sin discapacidad","1",991.37766797
20,"Cabecera","MAGDALENA","Hijo(a), hijastro(a)","Si","No","Si","Si","Ninguno de los anteriores","Esta separado (a) o divorciado (a)","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Posesion sin titulo","No","Sin discapacidad","1",765.25015005
27,"Cabecera","MAGDALENA","Jefe (a) del hogar","No","No","Si","Si","Ninguno de los anteriores","No esta  casado (a)  y vive en pareja   hace dos anos  o mas","Si","Si","No","Media academica (Bachillerato clasico)","Casa","Bajo - Bajo","Si","No","Si","Si","Inodoro conectado a pozo septico","Por recoleccion publica o privada","De acueducto por tuberia","En un cuarto usado solo para cocinar?","Propia, la estan pagando","No","Sin discapacidad","1",711.28431102
