EDAD;NUMERO_CUARTOS_VIVIENDA;NUMERO_CUARTOS_DORMIR;NUMERO_PERSONAS_HOGAR;TIPO_OCUPACION_VIVIENDA;ETNIA;GENERO;ESTADO_CIVIL;ORIENTACION_SEXUAL;ESTRATO_ENERGIA_ELECTRICA;MAYOR_NIVEL_EDUCATIVO;MADRE_RESIDE_HOGAR;PARENTESCO_JEFE_DE_HOGAR;SEXO;DPTO;FACTOR_EXPANSION;ACTIVIDAD_OCUPADA_ULTIMA_SEMANA
21;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;META;211.35616663;1
26;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;META;357.66451072;1
21;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Femenino;META;266.35422852;1
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Tecnica profesional;No;Jefe (a) del hogar;Masculino;META;238.44300714;1
27;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Femenino;META;529.33757558;1
20;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;META;212.31990491;1
27;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;META;300.54755263;1
26;4;3;4;Propia, la estan pagando;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Femenino;META;357.58903117;1
18;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;META;238.67196143;1
25;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Hermano(a) o hermanastro(a);Femenino;META;516.92199315;0
20;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Hijo(a), hijastro(a);Masculino;META;270.72472348;1
20;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;No;Otro pariente;Femenino;META;261.92197723;1
18;4;3;5;Propiedad colectiva;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Hijo(a), hijastro(a);Masculino;NARINO;361.82438136;0
28;3;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;NARINO;186.16901071;1
21;3;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;NARINO;186.16901071;1
21;4;2;5;Propia, la estan pagando;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NARINO;200.93003998;1
26;4;2;5;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Masculino;NARINO;200.93003998;1
20;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;NARINO;174.06736102;1
21;3;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;NARINO;125.58932953;1
19;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;NARINO;137.37739542;1
23;1;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;NARINO;155.9658072;0
21;4;4;6;Propiedad colectiva;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Otro pariente;Masculino;NARINO;120.61391178;1
24;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;NARINO;166.54319644;1
24;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;NARINO;166.54319644;1
24;2;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;No;Otro pariente;Femenino;NARINO;128.20833386;1
25;4;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;NARINO;250.89383263;0
23;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;NARINO;202.12551985;1
26;6;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Universitaria;No;Otro pariente;Femenino;NARINO;131.20397248;1
25;4;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Universitaria;Si;Hijo(a), hijastro(a);Masculino;NARINO;164.25081137;1
20;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NARINO;171.79423208;0
23;2;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NARINO;159.17170704;1
22;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NARINO;153.16852337;1
28;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Medio - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;NARINO;337.74169777;1
26;2;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Medio - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Femenino;NARINO;337.74169777;1
23;4;2;6;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;NARINO;371.07716494;0
26;4;2;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Tecnica profesional;No;Otro pariente;Masculino;NARINO;371.07716494;1
24;3;2;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;NARINO;164.57206993;1
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta casado (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;NARINO;136.57622765;1
27;2;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;NARINO;121.60151064;1
21;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;NARINO;145.35543714;1
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Femenino;NARINO;153.53726091;1
25;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Tecnica profesional;No;Jefe (a) del hogar;Femenino;NARINO;144.11633892;1
25;3;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;NARINO;143.40320095;0
23;5;1;1;En usufructo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;NORTE DE SANTANDER;333.70985666;1
27;2;1;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;492.15835932;1
24;4;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media tecnica (Bachillerato tecnico);Fallecida;Pareja, esposo(a), conyuge, companero(a);Femenino;NORTE DE SANTANDER;242.43114989;1
25;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;434.24952294;1
23;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media tecnica (Bachillerato tecnico);No;Otro pariente;Femenino;NORTE DE SANTANDER;347.43832709;1
21;6;5;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Masculino;NORTE DE SANTANDER;338.36986232;0
26;2;1;2;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;364.21016809;1
23;3;2;5;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;247.4297676;1
28;3;2;5;En usufructo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;NORTE DE SANTANDER;247.4297676;1
28;3;2;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;NORTE DE SANTANDER;313.88806649;0
28;3;3;5;Propia, la estan pagando;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;607.53447107;1
18;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;NORTE DE SANTANDER;351.95263596;1
19;2;2;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;363.03018254;0
28;4;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;371.67548742;1
20;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;NORTE DE SANTANDER;277.12219065;1
26;5;3;6;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;362.04453537;0
22;2;1;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Otro pariente;Masculino;NORTE DE SANTANDER;177.66659782;1
27;7;2;2;En arriendo o subarriendo;Indigena;Hombre;Esta soltero (a);Hombres;Medio;Universitaria;No;Jefe (a) del hogar;Masculino;NORTE DE SANTANDER;433.46448207;1
26;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;NORTE DE SANTANDER;198.72835754;1
23;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Alto;Universitaria;Si;Hijo(a), hijastro(a);Femenino;NORTE DE SANTANDER;716.18973765;1
27;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;NORTE DE SANTANDER;657.50538808;1
24;5;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Universitaria;No;Otro pariente;Masculino;RISALRALDA;150.76711811;1
19;3;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;144.84116186;0
25;6;5;5;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;206.72979512;1
24;6;5;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;206.72979512;1
21;2;1;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;198.88313969;1
19;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;RISALRALDA;188.38956383;1
26;3;3;6;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;267.6962279;1
19;4;3;7;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Masculino;RISALRALDA;408.12885322;0
26;4;3;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;280.75012718;1
22;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;466.90875519;1
27;3;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Femenino;RISALRALDA;227.51745748;1
19;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;178.47106518;1
22;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Alto;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;245.6984277;0
26;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Alto;Universitaria;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;303.55861044;0
19;5;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Alto;Media academica (Bachillerato clasico);No;Hijo(a), hijastro(a);Masculino;RISALRALDA;237.23130261;1
22;6;4;8;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Femenino;RISALRALDA;518.78959726;1
28;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;252.74062138;1
19;3;2;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;252.74062138;1
27;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;RISALRALDA;234.4328596;1
22;4;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnologica ;No;Jefe (a) del hogar;Masculino;RISALRALDA;147.46863536;1
22;4;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;No pariente;Femenino;RISALRALDA;147.46863536;1
19;4;3;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;165.78981678;1
25;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Masculino;RISALRALDA;266.45108428;1
26;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Hombres;Bajo;Tecnica profesional;No;Hermano(a) o hermanastro(a);Masculino;RISALRALDA;266.45108428;1
23;3;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;RISALRALDA;238.98791707;1
20;3;3;3;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;238.98791707;1
20;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Basica primaria (1o - 5o);No;Jefe (a) del hogar;Masculino;RISALRALDA;168.6440652;0
24;2;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;116.94207162;1
19;3;1;1;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;RISALRALDA;154.85852971;1
23;4;3;5;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo;Media academica (Bachillerato clasico);Si;Otro pariente;Femenino;RISALRALDA;246.9194014;1
22;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;No;Jefe (a) del hogar;Masculino;RISALRALDA;225.6782973;1
25;3;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;No;Hermano(a) o hermanastro(a);Femenino;RISALRALDA;225.6782973;1
22;6;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Femenino;RISALRALDA;216.03533243;1
25;3;2;1;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Jefe (a) del hogar;Masculino;SANTANDER;253.76989535;1
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Medio - Bajo;Media tecnica (Bachillerato tecnico);Si;Hijo(a), hijastro(a);Femenino;SANTANDER;444.54942769;1
26;4;3;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;SANTANDER;251.55066572;1
20;4;2;2;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio - Bajo;Media academica (Bachillerato clasico);No;Hijo(a), hijastro(a);Masculino;SANTANDER;374.82184761;1
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Masculino;SANTANDER;559.57386776;1
23;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo;Tecnologica ;Si;Hijo(a), hijastro(a);Femenino;SANTANDER;559.57386776;1
28;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Medio;Tecnologica ;Si;Hijo(a), hijastro(a);Masculino;SANTANDER;293.54094846;0
23;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Universitaria;Si;Hijo(a), hijastro(a);Masculino;SUCRE;156.87176309;1
24;3;2;4;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Tecnica profesional;Si;Hijo(a), hijastro(a);Femenino;SUCRE;52.570297318;0
28;4;3;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;SUCRE;53.331602555;1
26;3;1;3;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;SUCRE;187.95028195;1
25;3;2;3;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Universitaria;No;Otro pariente;Femenino;SUCRE;121.68263063;1
23;3;1;4;En arriendo o subarriendo;Indigena;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Pareja, esposo(a), conyuge, companero(a);Masculino;SUCRE;91.226783312;1
27;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Mujer;Esta casado (a);Hombres;Bajo - Bajo;Universitaria;No;Pareja, esposo(a), conyuge, companero(a);Femenino;SUCRE;68.911404602;0
18;3;2;4;En arriendo o subarriendo;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;SUCRE;68.911404602;1
23;3;2;5;Propia, totalmente pagada;Negro, mulato (afrodescendiente);Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;SUCRE;126.60274988;1
22;3;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;SUCRE;120.14435205;1
23;3;3;7;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta separado (a) o divorciado (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;SUCRE;120.14435205;1
25;3;2;5;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;Esta soltero (a);Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Masculino;SUCRE;90.275132796;1
23;3;2;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;SUCRE;90.275132796;1
22;3;2;5;Propia, totalmente pagada;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);Si;Hijo(a), hijastro(a);Femenino;SUCRE;90.275132796;1
22;3;1;2;Propiedad colectiva;Ninguno de los anteriores;Mujer;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Hombres;Bajo - Bajo;Tecnica profesional;No;Pareja, esposo(a), conyuge, companero(a);Femenino;SUCRE;106.95255382;1
25;3;2;9;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Otro pariente;Masculino;SUCRE;161.08291793;1
22;3;2;9;Propia, totalmente pagada;Ninguno de los anteriores;Hombre;No esta casado(a) y vive en pareja  hace  menos de dos anos;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Otro pariente;Masculino;SUCRE;161.08291793;0
22;4;2;5;En usufructo;Ninguno de los anteriores;Hombre;No esta  casado (a)  y vive en pareja   hace dos anos  o mas;Mujeres;Bajo - Bajo;Basica secundaria (6o - 9o);No;Pareja, esposo(a), conyuge, companero(a);Masculino;SUCRE;132.3627524;1
24;2;1;2;En usufructo;Ninguno de los anteriores;Mujer;Esta soltero (a);Hombres;Bajo - Bajo;Media academica (Bachillerato clasico);No;Jefe (a) del hogar;Femenino;SUCRE;140.54225438;1
